user_session,items
60d0cc42-72c6-45b6-ba63-62f4fb19dfd2,"['auto.accessories.videoregister', 'construction.tools.drill']"
60e89f4d-de75-46b9-bf3d-33d25ab4835d,"['apparel.shoes.keds', 'electronics.clocks']"
613f100b-183d-4bcb-849b-09c1aa92f1f3,"['appliances.kitchen.kettle', 'electronics.audio.headphone']"
62522d2f-1d12-46db-988d-f30aff3346dc,"['computers.peripherals.mouse', 'electronics.audio.headphone']"
625b3fe9-177b-4b96-ba22-4a7f0d660119,"['furniture.bedroom.bed', 'kids.toys']"
62c01ab1-a407-456c-afd7-2588630debf9,"['electronics.telephone', 'construction.tools.drill']"
636ac6fd-1470-4006-b3de-ce63d8fb3e6a,"['electronics.telephone', 'electronics.smartphone']"
639cf7d1-aeb1-4756-a972-51faf8b3fd4e,"['electronics.smartphone', 'electronics.tablet']"
644fc177-955e-4edf-a481-334ad87ee078,"['furniture.bedroom.bed', 'furniture.living_room.cabinet']"
64672743-7e2c-40cf-bb1b-dc2f3a3c572d,"['kids.carriage', 'kids.toys', 'sport.bicycle']"
64f38155-4d86-466e-aa58-66c9d0a76fc0,"['computers.components.cooler', 'computers.components.videocards']"
651243e2-9f34-48ea-8530-6d5529a6716b,"['furniture.kitchen.chair', 'electronics.smartphone']"
6556cf3c-f029-49b2-8203-c021d0c97804,"['computers.desktop', 'computers.notebook']"
657300af-e55a-4490-b7dd-2cbe173c346f,"['electronics.smartphone', 'electronics.audio.headphone']"
658467da-acad-4087-be6a-aff0128778f7,"['appliances.kitchen.refrigerators', 'appliances.kitchen.washer']"
65ba69ea-5f5c-4f7e-b00f-3ebfc6d88881,"['appliances.environment.vacuum', 'appliances.kitchen.hob', 'appliances.environment.water_heater']"
65c33893-44be-4ba6-bcdc-d5cd4235137c,"['kids.skates', 'electronics.audio.headphone']"
65fe7072-d249-411a-9d7f-fd2cdaf62a76,"['electronics.smartphone', 'electronics.audio.headphone']"
6679a95b-e325-484e-996a-fa2d6ea11b97,"['apparel.shoes.moccasins', 'electronics.clocks']"
66cc4fd2-78c5-450c-a709-12d871d2e00c,"['auto.accessories.player', 'computers.notebook']"
66ed94fd-6410-4e36-a669-a56cf0b43336,"['computers.components.cpu', 'computers.components.hdd']"
67382100-16b8-4f7f-a01b-4423329072db,"['furniture.bedroom.bed', 'furniture.living_room.cabinet']"
675a5cf9-c5bc-4966-904a-a96004ab06c7,"['appliances.kitchen.oven', 'appliances.kitchen.hob']"
67793b5e-4b25-47f1-921b-059cc2ba4714,"['auto.accessories.radar', 'auto.accessories.compressor']"
67ab2dda-8890-43cc-9bb8-7c48f9f7dfaf,"['appliances.environment.vacuum', 'appliances.kitchen.steam_cooker']"
67b6efcb-c8f9-4f93-b5d8-f6cc237d6a17,"['electronics.telephone', 'electronics.smartphone']"
695aa10b-4e79-453f-b27e-72e9ade5d239,"['apparel.shoes.slipons', 'apparel.shoes']"
6a997071-9ea6-4a4e-abe3-45a0efe390be,"['apparel.shoes.keds', 'apparel.underwear']"
6a9d77c9-a2fa-49ea-8fb3-984dc9de1336,"['appliances.kitchen.oven', 'appliances.kitchen.refrigerators']"
6af69792-9863-446a-b2ad-b2546e34b5a3,"['construction.tools.saw', 'construction.tools.drill']"
6b3c117e-6179-4166-ab2b-d100bce7749c,"['auto.accessories.player', 'electronics.audio.subwoofer']"
6c034952-4958-474d-8693-776d80c8d8af,"['apparel.shoes.keds', 'furniture.bedroom.bed']"
6c09d0ec-9c83-49ea-a66e-872a5270a409,"['furniture.bedroom.bed', 'computers.notebook']"
6c0ca295-27a1-493b-bf45-51550f8b224b,"['computers.peripherals.monitor', 'computers.components.videocards']"
6ce79b23-19e8-46f5-a184-00f7be4dab5b,"['appliances.sewing_machine', 'kids.swing']"
6d48ef8d-7ca5-4b1b-8967-086df260b228,"['accessories.umbrella', 'accessories.bag']"
6dba86e8-35fd-47bf-a429-5d950798d47c,"['computers.notebook', 'appliances.kitchen.washer']"
6dc8559e-be68-476d-82f7-3d6d8183f6e0,"['electronics.video.tv', 'appliances.environment.vacuum']"
6e1177b6-bd42-4600-9b6a-0208d8ab8e58,"['electronics.smartphone', 'furniture.living_room.cabinet']"
6e2d25c2-4679-4f36-a012-2a46161bb3bc,"['apparel.shoes.keds', 'electronics.smartphone']"
6e7a2bf1-3494-4cdb-8327-3174d94df2c9,"['electronics.video.tv', 'appliances.environment.vacuum']"
6eb86817-f17a-4bf4-9ae1-4cf3163ba4b3,"['computers.peripherals.keyboard', 'computers.notebook']"
6f4460a6-938e-4b24-b852-f654dfa2ddbc,"['computers.peripherals.mouse', 'computers.desktop']"
6f6e3335-3959-4ac5-a0cd-e889a282384e,"['apparel.shoes.keds', 'furniture.bedroom.bed']"
700b3a7d-04ae-4786-a2d8-04a5c2c7ede1,"['appliances.kitchen.oven', 'appliances.environment.air_heater']"
7017eb06-c00c-4553-8ee7-9180164f61fe,"['electronics.smartphone', 'electronics.clocks']"
7043e5fb-844a-418a-89c1-8d866ea1e54b,"['electronics.telephone', 'electronics.smartphone']"
7065dd5f-2f04-4f67-9184-c8c18182f491,"['auto.accessories.videoregister', 'auto.accessories.alarm']"
71145657-149e-45dc-a52d-0cdbac245ce8,"['appliances.kitchen.grill', 'appliances.kitchen.blender']"
7134dc58-a876-4224-9aae-cf044cbe8d14,"['computers.peripherals.printer', 'computers.notebook']"
717f6657-61da-449d-a94d-5d82dbd4a9e3,"['appliances.kitchen.blender', 'appliances.kitchen.microwave']"
71af45e1-c813-4136-a65b-c0fcd07d7aed,"['appliances.iron', 'appliances.sewing_machine']"
72535c84-22f9-4bdf-8a39-d8aca0ba16a2,"['construction.tools.saw', 'construction.tools.drill']"
72c25841-0e08-4c51-ac47-6f658fdd6fdf,"['apparel.shoes.keds', 'apparel.shoes']"
733107cc-cc40-4b88-ad5c-313b2085a218,"['electronics.clocks', 'electronics.audio.headphone']"
73794186-62e0-4921-83e6-96e7e46035b9,"['auto.accessories.player', 'electronics.audio.subwoofer']"
739edf38-f62c-4f4f-b326-20e20f7e7c42,"['electronics.clocks', 'electronics.audio.headphone']"
73c99cb7-d6ba-4d05-a635-2adae8638a51,"['electronics.video.tv', 'appliances.kitchen.microwave']"
73d3d1d2-548e-48fd-81f1-12a5c30669c6,"['computers.desktop', 'computers.notebook']"
74c6d99e-df17-4a0b-a230-8d97766e9511,"['computers.peripherals.camera', 'electronics.smartphone']"
75044048-a8af-4de9-8026-48e88c05072f,"['electronics.smartphone', 'electronics.clocks']"
7563aef5-0b31-46d0-bedb-f26d8e7d908a,"['appliances.kitchen.mixer', 'appliances.sewing_machine']"
75741261-057c-4ef0-a528-bc848cd5bcae,"['computers.desktop', 'computers.notebook']"
75cdc0d4-ca62-4f84-945a-9e76551be10a,"['auto.accessories.videoregister', 'auto.accessories.alarm']"
75e91824-f788-4897-8627-835d1ef623bb,"['appliances.kitchen.refrigerators', 'appliances.kitchen.meat_grinder']"
762a090e-b321-4fbc-898b-96a5622bed6a,"['furniture.living_room.cabinet', 'construction.tools.saw']"
76f016c0-dd46-4862-890a-ff0ad42c86f6,"['construction.tools.welding', 'construction.tools.drill']"
7790b6fd-8d91-48d1-b88d-b6213e351087,"['appliances.kitchen.refrigerators', 'appliances.kitchen.meat_grinder']"
77a65c86-f77e-4465-91bd-93087aa2e149,"['appliances.kitchen.coffee_machine', 'construction.tools.generator']"
7a4cb413-6270-4bf1-9010-cd598df546c4,"['electronics.smartphone', 'electronics.tablet']"
7a83126b-591c-4fe7-9264-bc7efae726c2,"['computers.peripherals.keyboard', 'computers.peripherals.monitor']"
7ad554a2-57f0-45da-8957-81f47877a62f,"['computers.components.memory', 'computers.components.videocards']"
7b097f67-339a-4108-b659-5d626d64b0db,"['appliances.personal.scales', 'appliances.kitchen.kettle']"
7b6ab845-a172-42f4-af2c-90bc53bd2f50,"['apparel.shoes.keds', 'apparel.shirt']"
7b91a71b-7111-4135-842f-9135917a4e3f,"['appliances.environment.vacuum', 'computers.peripherals.printer']"
7bad3e06-e4d8-4478-9350-2cf93355c15e,"['accessories.bag', 'accessories.wallet']"
7bcc20bf-84a1-4e93-bb7d-70cd5298e68c,"['furniture.bedroom.blanket', 'furniture.bedroom.pillow']"
7be6f4df-2afa-4433-8f9b-d30797488030,"['appliances.environment.vacuum', 'appliances.kitchen.meat_grinder']"
7d0b7d11-2548-4180-8cb7-f333a94b7a5a,"['computers.desktop', 'computers.components.videocards']"
7d15afe7-dbb0-417f-9d40-7eba0af02603,"['electronics.smartphone', 'electronics.audio.subwoofer']"
7d33ba55-b0db-4d50-8118-50a15a6242f7,"['electronics.smartphone', 'computers.notebook']"
7d43a46c-c7d4-439c-9168-f3f23831d3a4,"['electronics.video.tv', 'electronics.smartphone']"
7d7ac81f-8d62-4d38-ad83-132d5cd69e3e,"['auto.accessories.radar', 'auto.accessories.player']"
7d871172-a7d4-4291-8983-5e3ada72b68e,"['electronics.tablet', 'electronics.clocks']"
7e3e8eb9-d6c9-487b-b933-b897eecbf1e7,"['electronics.video.tv', 'auto.accessories.player']"
7e76a93e-7462-4b6d-8e58-91884b1df31c,"['computers.components.cooler', 'computers.components.motherboard']"
7f5e9581-957e-490c-b355-2410b7665b92,"['electronics.smartphone', 'electronics.audio.subwoofer']"
7fe36bf7-4ffa-cfa9-ddde-9cd5199b2356,"['furniture.bedroom.bed', 'furniture.bedroom.pillow']"
80485dd8-b276-4300-b6e7-c80749ccbe5e,"['electronics.smartphone', 'electronics.clocks']"
809e1a18-e084-4616-9bbc-104bb7f14ca2,"['electronics.telephone', 'electronics.smartphone']"
81b18a2f-1c94-413b-ba09-19a1a8ac322b,"['apparel.shoes.keds', 'apparel.shoes']"
81d2c95b-b8c6-4d80-b8ea-514879d1f937,"['electronics.smartphone', 'electronics.clocks']"
82ddd8b2-72f8-4919-95ef-9c7a07890c1f,"['electronics.smartphone', 'appliances.kitchen.microwave']"
83202dcb-8e30-45e3-a559-500f65188b95,"['apparel.shoes.keds', 'apparel.shoes']"
8397d8e3-2565-469a-8970-5a74a9b88d60,"['electronics.video.tv', 'electronics.smartphone']"
83b5f19c-8d1e-4b99-82bb-16242ab122f7,"['appliances.kitchen.juicer', 'appliances.iron']"
83d02cae-252a-4891-aa92-8288bdae2445,"['apparel.costume', 'apparel.shoes']"
83d96042-7c26-41c7-9850-01f11552c681,"['computers.components.cooler', 'computers.desktop', 'computers.notebook']"
8411515a-8bbe-47b4-a9be-abd560a87c75,"['auto.accessories.videoregister', 'auto.accessories.alarm']"
8576dd95-91d5-47c3-aa50-6220118fbd38,"['electronics.tablet', 'computers.notebook']"
85a9697e-c6c8-4973-8cdc-751958e3eb4a,"['accessories.bag', 'accessories.wallet']"
85ca101f-ab3d-49a9-b088-fe3b7442a7a7,"['electronics.smartphone', 'electronics.audio.acoustic']"
860853a9-a94f-41b8-9273-8dfcd8695587,"['apparel.shoes.keds', 'appliances.environment.air_heater']"
885c2dc9-fc4b-4bc4-a779-9b7f5004a388,"['apparel.costume', 'apparel.dress']"
88c6d76f-10f4-461a-b6d0-0e6a60a861b3,"['electronics.smartphone', 'sport.bicycle']"
896968eb-7f08-4630-8067-893fa438be3f,"['apparel.shoes', 'electronics.clocks']"
89a8355a-4664-484c-9b51-6ee1fe675b21,"['appliances.kitchen.mixer', 'appliances.kitchen.coffee_machine']"
89df5206-afc1-44b9-8287-9eb934ae4666,"['appliances.kitchen.refrigerators', 'appliances.kitchen.kettle']"
8a0c0bb0-2d59-40b6-9c23-e97295043156,"['auto.accessories.player', 'apparel.shoes']"
8a2a61e5-1676-475d-8e12-9bcda7178086,"['furniture.bedroom.blanket', 'furniture.bedroom.pillow']"
8aa9b111-266f-4f99-85e8-71e49eec0fd5,"['computers.desktop', 'computers.components.videocards']"
8ad3a828-854f-45c7-8771-4ebb5068d9a3,"['electronics.smartphone', 'appliances.kitchen.microwave']"
8b1fabec-9265-4044-9fc2-068e179ccea1,"['electronics.clocks', 'electronics.audio.headphone']"
8b2dd292-e3bc-46df-b404-0ba8b8d7834d,"['electronics.smartphone', 'construction.tools.saw']"
8b49423f-3d47-43be-b9dc-deec4a97f37b,"['appliances.kitchen.dishwasher', 'appliances.kitchen.coffee_machine']"
8be2e698-a836-4e3c-9f75-6922b9e8b065,"['apparel.shoes', 'appliances.kitchen.washer']"
8c02cd79-ab89-4a3a-9809-d7f0508a5ab8,"['kids.toys', 'electronics.clocks']"
8c32b20f-f0ff-4036-8679-e277d7fee08b,"['electronics.smartphone', 'electronics.audio.headphone']"
8c47af52-9705-4189-9132-683ea6d78419,"['electronics.smartphone', 'appliances.kitchen.washer']"
8c58d80f-6e61-49b2-878f-6bab37d047a4,"['apparel.costume', 'apparel.underwear', 'electronics.clocks']"
8d5dfefe-3ae1-4861-b74c-dc38f728cb8a,"['appliances.kitchen.refrigerators', 'appliances.kitchen.blender']"
8e040a41-1420-c4b2-09d9-ded89014633b,"['computers.desktop', 'computers.peripherals.monitor']"
8e082606-a21d-49ca-a1f6-8972d74906aa,"['computers.components.cpu', 'computers.components.videocards']"
8e87f92d-153e-4f10-b043-d3bc38b22da0,"['apparel.underwear', 'accessories.bag']"
8e9321fd-a199-43d9-8392-9de48c88f16f,"['apparel.shoes.keds', 'apparel.shoes']"
8ec217d4-37bf-41a5-8cc5-74fbf92afe80,"['accessories.umbrella', 'accessories.wallet']"
8f7e4737-d758-4db3-8cb3-bab568f13a3a,"['appliances.kitchen.mixer', 'appliances.kitchen.microwave']"
900ea36e-ac3f-49f0-8e27-1b1d44a52652,"['appliances.kitchen.refrigerators', 'appliances.kitchen.washer']"
911f1e6b-740f-4b21-a210-fa30220e4e54,"['apparel.shoes.keds', 'apparel.shoes']"
918c2a6f-e942-4ad4-b4d8-e9dad7dda9b4,"['computers.desktop', 'computers.notebook']"
91f959bc-b4dc-43f1-8328-14716fb00c17,"['computers.peripherals.mouse', 'accessories.bag', 'electronics.audio.headphone']"
92062660-8030-49ac-83c2-406a548a4e81,"['appliances.kitchen.refrigerators', 'appliances.kitchen.washer']"
923e9cab-85aa-4d13-84d7-00e768dd72c5,"['appliances.kitchen.grill', 'country_yard.lawn_mower']"
9241d5ec-9128-4e44-b881-220d5247d4bc,"['kids.toys', 'construction.tools.light']"
9297bdb7-bf41-4c49-8591-dbf2be69776e,"['electronics.video.tv', 'appliances.kitchen.washer']"
92d49e3b-ee11-41a7-8258-6c145af56749,"['electronics.video.tv', 'appliances.kitchen.washer']"
92f10573-1bea-403c-add3-5f127c86dc16,"['appliances.kitchen.meat_grinder', 'appliances.kitchen.washer']"
938cadf6-7525-49c5-8708-ed294595118b,"['apparel.shirt', 'apparel.shoes.keds', 'apparel.shoes', 'electronics.smartphone', 'electronics.clocks']"
93f61709-0b83-4dd4-bb14-65c2208581b3,"['electronics.smartphone', 'computers.notebook']"
9435e549-f4c7-44dc-a240-3bcaaaa11c61,"['accessories.wallet', 'electronics.clocks']"
952f3a71-7743-4e0d-b2af-bb61412aa575,"['computers.peripherals.mouse', 'electronics.audio.headphone']"
9565bcb3-48f7-4aaa-b2bb-2e69775099f4,"['appliances.environment.vacuum', 'appliances.iron']"
95b3c9e3-3e92-4d88-9f99-132b13fa4bb9,"['computers.components.power_supply', 'computers.components.hdd']"
95d66953-1ab4-4e52-9fa1-344069a6ec87,"['appliances.environment.vacuum', 'construction.components.faucet']"
95dca404-b134-4cbd-84b7-e4b0486a0492,"['computers.components.cooler', 'computers.components.videocards']"
966445be-3fa1-49f0-923b-f7f6185615b1,"['electronics.audio.acoustic', 'electronics.audio.headphone']"
9670588f-d830-4a14-bada-47c357fed620,"['electronics.smartphone', 'appliances.kitchen.washer']"
96fc1a82-c050-4b3a-bdb3-5f55e5949b45,"['electronics.smartphone', 'electronics.audio.headphone']"
97807185-66ec-c17b-389a-886b71e04774,"['appliances.kitchen.dishwasher', 'furniture.living_room.cabinet', 'computers.desktop']"
981d151c-6b7f-4486-a9e8-cee730170fbe,"['auto.accessories.player', 'electronics.audio.subwoofer']"
982b5268-9e60-4625-87dd-10649882f608,"['electronics.smartphone', 'electronics.audio.headphone']"
984195f1-f890-4a7d-9ed7-96c48710bfb5,"['kids.dolls', 'kids.fmcg.diapers']"
9888721f-af5b-4135-bffc-f74674192695,"['computers.components.cpu', 'computers.components.cooler']"
9897988a-651c-4af9-97d2-15a8e2c5a4d2,"['computers.components.cpu', 'electronics.smartphone']"
98a5da17-c4f0-4cb6-b5db-1bfc8601914b,"['furniture.living_room.sofa', 'appliances.kitchen.hood']"
998337fa-2e94-4692-a1c3-fc64f9fbef5f,"['apparel.costume', 'apparel.shoes.keds']"
99aaa9e4-1844-47bd-9d30-eb34f2f2d655,"['auto.accessories.parktronic', 'auto.accessories.alarm']"
9a23abbf-ac0b-4d3b-824c-8c4624e63d9a,"['appliances.kitchen.refrigerators', 'construction.tools.generator']"
9a457eb8-0668-4a02-8279-92fd3152c986,"['accessories.bag', 'accessories.wallet']"
9a9a870f-0ac3-4dce-8a2a-e06208849224,"['electronics.video.tv', 'appliances.kitchen.washer']"
9aa3d020-6b8a-43c4-9874-64068cc9d700,"['electronics.telephone', 'electronics.smartphone']"
9aaba3cf-37c5-43fb-a84d-ab27dab413df,"['electronics.telephone', 'electronics.smartphone']"
9ab9ddc7-1109-49f0-af8e-0e2276206e0c,"['computers.components.power_supply', 'computers.components.motherboard']"
9add5424-b505-4be9-b7b3-4183f7bc57d3,"['appliances.kitchen.mixer', 'electronics.smartphone']"
9b008ab1-8c6d-46f8-9801-92ccd9ac283b,"['auto.accessories.player', 'appliances.iron']"
9c13b565-bd98-4da3-b1b6-e52bb8d61630,"['appliances.kitchen.kettle', 'appliances.kitchen.blender']"
9c59a1f3-e8b5-4562-9da3-f29c28c3f4cc,"['auto.accessories.videoregister', 'computers.notebook', 'electronics.audio.headphone']"
9c7752a8-d16b-4809-994e-71e476dd2e7f,"['electronics.telephone', 'appliances.iron']"
9c88cacc-6664-46b6-9970-fe5187fe0e2b,"['apparel.underwear', 'apparel.jeans']"
9df158bf-a5f4-438e-922d-e2d82af8c6fb,"['electronics.smartphone', 'computers.notebook']"
9e7e1b58-897f-4bb3-947d-1ad6c606179c,"['furniture.living_room.cabinet', 'furniture.living_room.sofa']"
9ebc9bd1-e285-441d-ac94-91d0aae9cb9e,"['electronics.clocks', 'electronics.audio.headphone']"
9ebe514a-bf6b-4b5d-b51e-3f58fc579b95,"['construction.tools.welding', 'construction.tools.drill']"
9f055709-4878-44da-8099-e4ce4f65676f,"['electronics.smartphone', 'accessories.bag']"
a01056c6-503d-4df2-8e20-c2857972dafd,"['appliances.environment.vacuum', 'computers.notebook']"
a0b550cd-cca7-4570-88d7-f240a38b3f90,"['electronics.smartphone', 'electronics.audio.headphone']"
a0c01613-3710-4f0f-9add-b2d972cf8a69,"['electronics.smartphone', 'electronics.audio.headphone']"
a1027535-de3f-4b5e-90ac-e4cb27e0a458,"['electronics.smartphone', 'apparel.shoes']"
a19a7be7-5330-4a8c-a1b4-0dff597eee27,"['computers.components.cpu', 'computers.components.motherboard']"
a1e976ef-21a4-4b45-a09c-ca48974786f9,"['electronics.video.tv', 'computers.notebook']"
a1f72ccf-59aa-42ff-9cb0-75729b012eac,"['appliances.kitchen.coffee_machine', 'appliances.kitchen.coffee_grinder']"
a21021bb-6eed-4a69-bc71-6f62d6e53be0,"['auto.accessories.player', 'electronics.audio.subwoofer']"
a2bdd1ae-bab0-4f60-b8d9-b047eb5855e2,"['furniture.bathroom.bath', 'furniture.living_room.cabinet']"
a2f97e42-5443-4b3f-8046-8b3aa594c0cc,"['appliances.environment.vacuum', 'electronics.smartphone']"
a34d2dd8-d0f0-4b39-97fa-52e2f2a51743,"['electronics.smartphone', 'apparel.shoes']"
a39921f0-55b2-4aa3-b586-90af05bb8472,"['appliances.iron', 'appliances.kitchen.kettle']"
a43511f7-3df7-4a3e-b44a-7014049d52ac,"['construction.tools.saw', 'construction.tools.drill']"
a44cf065-08a5-46b6-8b2d-0e92c6483610,"['electronics.smartphone', 'construction.tools.generator']"
a458a68f-f8eb-4bee-9641-bb6da2765ae2,"['electronics.smartphone', 'computers.notebook']"
a485c94b-e2fd-4984-911b-60b8a99e8df7,"['apparel.jeans', 'apparel.shoes']"
a4b444b9-78ff-4bee-90a9-3ef57ee006c1,"['auto.accessories.player', 'auto.accessories.alarm']"
a52b65c7-3c54-4040-aac8-133d0a965530,"['auto.accessories.videoregister', 'electronics.smartphone']"
a5639f3e-b151-40bf-8934-09f49b82543d,"['appliances.kitchen.refrigerators', 'electronics.audio.acoustic']"
a58cb679-3dcd-43a9-bc15-fe5af03e7397,"['auto.accessories.player', 'electronics.audio.subwoofer']"
a5a3e5b4-d63a-442f-854c-183374539b5f,"['accessories.bag', 'apparel.shoes']"
a5f78ffc-2060-4391-bfe4-5088164b18bf,"['appliances.kitchen.grill', 'appliances.kitchen.meat_grinder']"
a65de49b-8578-4115-a43a-ae3a8c84b500,"['apparel.shoes.step_ins', 'apparel.shoes.moccasins', 'apparel.shoes']"
a7743e9c-b63f-4ec5-845a-42bfbb6c82fc,"['apparel.shoes.slipons', 'apparel.shoes.keds']"
a78feaaf-958c-48e3-a1c8-235594484ecb,"['apparel.shoes.keds', 'apparel.jeans']"
a7ccfa58-0f9e-4a0c-afdb-ac4b8393bfa0,"['furniture.living_room.chair', 'accessories.bag']"
a941ca25-15c4-4147-a1bf-cbef91204c91,"['computers.components.hdd', 'computers.components.memory']"
aa169133-9cd6-43e3-b57f-d11b759bbf23,"['electronics.smartphone', 'electronics.audio.subwoofer']"
aafe0d04-f746-4991-8348-09a16aea499f,"['apparel.dress', 'furniture.living_room.cabinet']"
ab1b61c0-1a22-4bdd-b800-9b1f3cb33e51,"['electronics.smartphone', 'appliances.personal.hair_cutter']"
ab38f6d6-263a-4b90-9cfa-1ec64e04ba20,"['computers.desktop', 'computers.notebook']"
ac3526ce-2282-4254-9b67-4a8f454d2bce,"['computers.desktop', 'computers.notebook']"
ac4992d0-b847-400e-83aa-2f02d340121c,"['furniture.bedroom.bed', 'furniture.living_room.cabinet']"
ad70ce70-dbb5-4646-9e50-9dede0e4685c,"['appliances.kitchen.oven', 'appliances.kitchen.meat_grinder']"
ad9fd565-7c69-439d-adaa-864d8312393f,"['auto.accessories.videoregister', 'electronics.smartphone']"
add60660-bb24-4859-b475-af8d29cb115b,"['appliances.kitchen.refrigerators', 'appliances.kitchen.washer']"
addbab45-20ff-4982-8a28-938908ca8e9f,"['appliances.kitchen.grill', 'appliances.kitchen.blender']"
ae63bc12-c82b-4e9e-b9b4-f94a7bbbdec5,"['furniture.bedroom.bed', 'furniture.living_room.cabinet']"
aed6258b-161f-4ca4-bcc0-21458596c6e7,"['furniture.kitchen.table', 'furniture.living_room.cabinet']"
af36902c-4068-4537-8b4d-fdee8c89298b,"['auto.accessories.compressor', 'electronics.smartphone']"
af5e7668-49ef-4751-ab1d-ee9a28d15f0b,"['apparel.shoes.keds', 'apparel.shoes']"
af89e9dc-2edc-4ca3-85d3-e0255daa0f2d,"['auto.accessories.videoregister', 'auto.accessories.alarm']"
afe5f36c-a2e2-4a3d-997a-8672f6347fdc,"['electronics.smartphone', 'appliances.environment.water_heater']"
aff569bd-6ee1-4f5d-a598-1f50a74cb82e,"['electronics.smartphone', 'electronics.clocks']"
aff632bb-110a-4cd5-9695-b01f0a90db09,"['furniture.bedroom.bed', 'apparel.shoes']"
b03d48e7-8404-4e43-b227-ef27fb924231,"['appliances.kitchen.hood', 'appliances.environment.air_heater']"
b123d125-a20b-4ddc-9c44-8b0947efbfbf,"['auto.accessories.videoregister', 'auto.accessories.alarm']"
b1514adf-c0b1-48f6-ae5f-a8a2ca21ec20,"['electronics.smartphone', 'electronics.tablet']"
b16210ec-6493-4a57-b195-1ad112666c01,"['appliances.kitchen.blender', 'appliances.kitchen.steam_cooker']"
b19d20fe-8046-41b5-a223-f802aa56c259,"['electronics.smartphone', 'electronics.audio.headphone']"
b1a0da85-02d5-4e1e-b652-15cb7eefb1c2,"['appliances.kitchen.blender', 'appliances.sewing_machine']"
b1b50d5e-07b3-4f3c-b006-a8bb96096aec,"['medicine.tools.tonometer', 'appliances.iron']"
b1b7d31b-5205-4099-8d2f-85fe769354bb,"['apparel.shoes.keds', 'apparel.trousers']"
b1d9ec32-7de3-4a86-847f-1ad3d6f23102,"['auto.accessories.player', 'auto.accessories.alarm']"
b227152c-a2eb-431c-aa87-f114c632fe39,"['appliances.kitchen.coffee_machine', 'appliances.kitchen.blender']"
b32ec691-0a0b-47a6-931d-cc3c8dc52810,"['apparel.shoes.keds', 'apparel.shoes']"
b3468c76-ffb4-44fe-8ccb-992be641fff5,"['accessories.bag', 'appliances.sewing_machine']"
b3970d50-102b-470e-92b4-27af3b66c8af,"['apparel.shoes.keds', 'apparel.shoes']"
b3cca955-3e55-4dad-8f79-f6a080f53714,"['computers.components.cooler', 'computers.components.motherboard']"
b3cdb173-309f-450c-b054-d6c8a49ccaf8,"['electronics.smartphone', 'electronics.clocks']"
b435c79b-da15-49aa-bad0-e20c58e405d2,"['appliances.kitchen.refrigerators', 'auto.accessories.alarm']"
b514fd1e-d7ce-4901-9a9b-2b4434c51ee5,"['electronics.audio.acoustic', 'electronics.audio.headphone']"
b55a7432-d1a2-4d10-9f54-2b9c9f2750e1,"['appliances.kitchen.refrigerators', 'appliances.kitchen.washer']"
b653e6e7-5d91-4ba6-8672-b3e584a42c43,"['appliances.kitchen.coffee_machine', 'appliances.environment.vacuum']"
b664fca3-2d96-4128-b2ec-123968b8c143,"['apparel.costume', 'electronics.audio.acoustic']"
b6be6ca6-94b2-4fd3-839f-f39a3e554ab8,"['furniture.kitchen.table', 'electronics.clocks']"
b781f19d-ef13-4276-acba-decc6a687e7d,"['electronics.smartphone', 'electronics.audio.headphone']"
b8338d61-1101-4817-88dc-b29f00ca355c,"['computers.components.motherboard', 'computers.components.memory']"
b88284a7-d463-4315-9bbe-c69f8fbc1cbc,"['electronics.smartphone', 'electronics.clocks']"
b89e122a-ea0a-4694-8efc-6269414239da,"['furniture.living_room.cabinet', 'computers.notebook']"
b8afa5a9-9bbf-4360-8dd4-16f3cd203054,"['auto.accessories.player', 'electronics.audio.subwoofer']"
b8e154a1-7cce-4338-8276-83f8d5c6a4e1,"['electronics.smartphone', 'electronics.clocks']"
b93e96de-b0e9-48e0-9ae3-061c61d57b28,"['computers.desktop', 'computers.components.videocards']"
b9bb6ae0-a801-4900-a8c9-423e6fc630e6,"['electronics.audio.acoustic', 'electronics.audio.headphone']"
ba24f9aa-7149-4611-a4cf-bae5a1626e9c,"['computers.desktop', 'electronics.audio.headphone']"
ba340d92-fcbc-4204-9ded-639318fecae5,"['electronics.smartphone', 'electronics.audio.acoustic']"
ba381c8e-97cd-46f1-a7ff-d412b842d7cf,"['electronics.audio.acoustic', 'electronics.smartphone']"
ba95e763-fe38-4a9f-9abb-fb2439d9208d,"['appliances.kitchen.refrigerators', 'electronics.audio.acoustic']"
bb555e8e-625c-4249-a9e5-defb88d1a633,"['appliances.kitchen.blender', 'appliances.kitchen.steam_cooker']"
bb8da919-5b23-4929-9637-420239a45a8f,"['kids.carriage', 'computers.peripherals.monitor']"
bb98f158-5a9e-4715-b7df-03b9337fca41,"['furniture.bedroom.bed', 'furniture.living_room.cabinet']"
bbc5c32a-8e46-4d4d-a666-b5208fdd4eca,"['appliances.kitchen.kettle', 'appliances.kitchen.meat_grinder']"
bbe7b61c-483e-479a-9a09-327920212a12,"['electronics.video.tv', 'electronics.smartphone']"
bc53e92e-d121-4224-b543-304ae8d9f019,"['appliances.environment.vacuum', 'electronics.audio.microphone']"
bc62ce7b-6ca9-4848-83f1-60d8611b94c4,"['electronics.video.tv', 'electronics.smartphone']"
